Sample budget,Test budget,Design samples,Design pools,Design sample split,Design runs per day,Design method,Design effectiveness
96,3072,96,20,2,1.000000,array_8x12,72.738904
96,3072,12,6,1,8.000000,hypergraph,80.223910
96,6144,96,96,1,1.000000,individual,81.450600
96,6144,96,20,2,1.000000,array_8x12,72.738904
96,6144,12,6,1,8.000000,hypergraph,80.223910
192,12,12,12,1,1.000000,individual,10.181325
192,12,96,8,2,0.927942,hypergraph,64.864843
192,24,24,24,1,1.000000,individual,20.362650
192,24,96,20,2,1.125166,array_8x12,81.843317
192,24,192,18,3,1.000000,hypergraph,135.344262
192,48,48,48,1,1.000000,individual,40.725300
192,48,96,20,2,2.000000,array_8x12,145.477809
192,48,192,32,1,1.000000,hypergraph,150.210863
192,96,96,96,1,1.000000,individual,81.450600
192,96,96,20,2,2.000000,array_8x12,145.477809
192,96,44,11,1,4.363636,hypergraph,157.146741
192,192,192,192,1,1.000000,individual,162.901200
192,192,96,20,2,2.000000,array_8x12,145.477809
192,192,12,6,1,16.000000,hypergraph,160.447821
192,384,192,192,1,1.000000,individual,162.901200
192,384,96,20,2,2.000000,array_8x12,145.477809
192,384,12,6,1,16.000000,hypergraph,160.447821
192,768,192,192,1,1.000000,individual,162.901200
192,768,96,20,2,2.000000,array_8x12,145.477809
192,768,12,6,1,16.000000,hypergraph,160.447821
192,1536,192,192,1,1.000000,individual,162.901200
192,1536,96,20,2,2.000000,array_8x12,145.477809
192,1536,12,6,1,16.000000,hypergraph,160.447821
192,3072,192,192,1,1.000000,individual,162.901200
192,3072,96,20,2,2.000000,array_8x12,145.477809
192,3072,12,6,1,16.000000,hypergraph,160.447821
192,6144,192,192,1,1.000000,individual,162.901200
192,6144,96,20,2,2.000000,array_8x12,145.477809
192,6144,12,6,1,16.000000,hypergraph,160.447821
384,12,12,12,1,1.000000,individual,10.181325
384,12,96,8,2,0.927942,hypergraph,64.864843
384,24,24,24,1,1.000000,individual,20.362650
384,24,96,20,2,1.125166,array_8x12,81.843317
384,24,192,18,3,1.041061,hypergraph,140.901597
384,48,48,48,1,1.000000,individual,40.725300
384,48,96,20,2,2.250331,array_8x12,163.686634
384,48,384,48,6,1.000000,pbest,260.807032
384,48,384,40,2,0.961791,array_16x24,259.104832
384,48,384,36,2,1.000000,hypergraph,277.640288
384,96,96,96,1,1.000000,individual,81.450600
384,96,96,20,2,4.000000,array_8x12,290.955618
384,96,384,48,6,1.000000,pbest,260.807032
384,96,384,40,2,1.000000,array_16x24,269.398322
384,96,384,64,1,1.000000,hypergraph,301.801917
384,192,192,192,1,1.000000,individual,162.901200
384,192,96,20,2,4.000000,array_8x12,290.955618
384,192,384,48,6,1.000000,pbest,260.807032
384,192,384,40,2,1.000000,array_16x24,269.398322
384,192,44,11,1,8.727273,hypergraph,314.293483
384,384,384,384,1,1.000000,individual,325.802400
384,384,96,20,2,4.000000,array_8x12,290.955618
384,384,384,48,6,1.000000,pbest,260.807032
384,384,384,40,2,1.000000,array_16x24,269.398322
384,384,12,6,1,32.000000,hypergraph,320.895642
384,768,384,384,1,1.000000,individual,325.802400
384,768,96,20,2,4.000000,array_8x12,290.955618
384,768,384,48,6,1.000000,pbest,260.807032
384,768,384,40,2,1.000000,array_16x24,269.398322
384,768,12,6,1,32.000000,hypergraph,320.895642
384,1536,384,384,1,1.000000,individual,325.802400
384,1536,96,20,2,4.000000,array_8x12,290.955618
384,1536,384,48,6,1.000000,pbest,260.807032
384,1536,384,40,2,1.000000,array_16x24,269.398322
384,1536,12,6,1,32.000000,hypergraph,320.895642
384,3072,384,384,1,1.000000,individual,325.802400
384,3072,96,20,2,4.000000,array_8x12,290.955618
384,3072,384,48,6,1.000000,pbest,260.807032
384,3072,384,40,2,1.000000,array_16x24,269.398322
384,3072,12,6,1,32.000000,hypergraph,320.895642
384,6144,384,384,1,1.000000,individual,325.802400
384,6144,96,20,2,4.000000,array_8x12,290.955618
384,6144,384,48,6,1.000000,pbest,260.807032
384,6144,384,40,2,1.000000,array_16x24,269.398322
384,6144,12,6,1,32.000000,hypergraph,320.895642
768,12,12,12,1,1.000000,individual,10.181325
768,12,96,8,2,0.927942,hypergraph,64.864843
768,24,24,24,1,1.000000,individual,20.362650
768,24,96,20,2,1.125166,array_8x12,81.843317
768,24,192,18,3,1.041061,hypergraph,140.901597
768,48,48,48,1,1.000000,individual,40.725300
768,48,96,20,2,2.250331,array_8x12,163.686634
768,48,384,48,6,1.000000,pbest,260.807032
768,48,384,40,2,0.961791,array_16x24,259.104832
768,48,400,30,3,1.148353,hypergraph,317.977130
768,96,96,96,1,1.000000,individual,81.450600
768,96,96,20,2,4.500663,array_8x12,327.373267
768,96,384,48,6,2.000000,pbest,521.614063
768,96,384,40,2,1.923582,array_16x24,518.209663
768,96,384,36,2,2.000000,hypergraph,555.280576
768,192,192,192,1,1.000000,individual,162.901200
768,192,96,20,2,8.000000,array_8x12,581.911236
768,192,384,48,6,2.000000,pbest,521.614063
768,192,384,40,2,2.000000,array_16x24,538.796644
768,192,384,64,1,2.000000,hypergraph,603.603834
768,384,384,384,1,1.000000,individual,325.802400
768,384,96,20,2,8.000000,array_8x12,581.911236
768,384,384,48,6,2.000000,pbest,521.614063
768,384,384,40,2,2.000000,array_16x24,538.796644
768,384,44,11,1,17.454545,hypergraph,628.586965
768,768,768,768,1,1.000000,individual,651.604801
768,768,96,20,2,8.000000,array_8x12,581.911236
768,768,384,48,6,2.000000,pbest,521.614063
768,768,384,40,2,2.000000,array_16x24,538.796644
768,768,12,6,1,64.000000,hypergraph,641.791283
768,1536,768,768,1,1.000000,individual,651.604801
768,1536,96,20,2,8.000000,array_8x12,581.911236
768,1536,384,48,6,2.000000,pbest,521.614063
768,1536,384,40,2,2.000000,array_16x24,538.796644
768,1536,12,6,1,64.000000,hypergraph,641.791283
768,3072,768,768,1,1.000000,individual,651.604801
768,3072,96,20,2,8.000000,array_8x12,581.911236
768,3072,384,48,6,2.000000,pbest,521.614063
768,3072,384,40,2,2.000000,array_16x24,538.796644
768,3072,12,6,1,64.000000,hypergraph,641.791283
768,6144,768,768,1,1.000000,individual,651.604801
768,6144,96,20,2,8.000000,array_8x12,581.911236
768,6144,384,48,6,2.000000,pbest,521.614063
768,6144,384,40,2,2.000000,array_16x24,538.796644
768,6144,12,6,1,64.000000,hypergraph,641.791283
1536,12,12,12,1,1.000000,individual,10.181325
1536,12,96,8,2,0.927942,hypergraph,64.864843
1536,24,24,24,1,1.000000,individual,20.362650
1536,24,96,20,2,1.125166,array_8x12,81.843317
1536,24,192,18,3,1.041061,hypergraph,140.901597
1536,48,48,48,1,1.000000,individual,40.725300
1536,48,96,20,2,2.250331,array_8x12,163.686634
1536,48,384,48,6,1.000000,pbest,260.807032
1536,48,384,40,2,0.961791,array_16x24,259.104832
1536,48,400,30,3,1.148353,hypergraph,317.977130
1536,96,96,96,1,1.000000,individual,81.450600
1536,96,96,20,2,4.500663,array_8x12,327.373267
1536,96,384,48,6,2.000000,pbest,521.614063
1536,96,384,40,2,1.923582,array_16x24,518.209663
1536,96,768,48,3,1.226197,hypergraph,644.919968
1536,192,192,192,1,1.000000,individual,162.901200
1536,192,96,20,2,9.001325,array_8x12,654.746535
1536,192,384,48,6,4.000000,pbest,1043.228126
1536,192,384,40,2,3.847163,array_16x24,1036.419326
1536,192,384,36,2,4.000000,hypergraph,1110.561151
1536,384,384,384,1,1.000000,individual,325.802400
1536,384,96,20,2,16.000000,array_8x12,1163.822471
1536,384,384,48,6,4.000000,pbest,1043.228126
1536,384,384,40,2,4.000000,array_16x24,1077.593288
1536,384,384,64,1,4.000000,hypergraph,1207.207668
1536,768,768,768,1,1.000000,individual,651.604801
1536,768,96,20,2,16.000000,array_8x12,1163.822471
1536,768,384,48,6,4.000000,pbest,1043.228126
1536,768,384,40,2,4.000000,array_16x24,1077.593288
1536,768,44,11,1,34.909091,hypergraph,1257.173930
1536,1536,1536,1536,1,1.000000,individual,1303.209601
1536,1536,96,20,2,16.000000,array_8x12,1163.822471
1536,1536,384,48,6,4.000000,pbest,1043.228126
1536,1536,384,40,2,4.000000,array_16x24,1077.593288
1536,1536,12,6,1,128.000000,hypergraph,1283.582567
1536,3072,1536,1536,1,1.000000,individual,1303.209601
1536,3072,96,20,2,16.000000,array_8x12,1163.822471
1536,3072,384,48,6,4.000000,pbest,1043.228126
1536,3072,384,40,2,4.000000,array_16x24,1077.593288
1536,3072,12,6,1,128.000000,hypergraph,1283.582567
1536,6144,1536,1536,1,1.000000,individual,1303.209601
1536,6144,96,20,2,16.000000,array_8x12,1163.822471
1536,6144,384,48,6,4.000000,pbest,1043.228126
1536,6144,384,40,2,4.000000,array_16x24,1077.593288
1536,6144,12,6,1,128.000000,hypergraph,1283.582567
3072,12,12,12,1,1.000000,individual,10.181325
3072,12,96,8,2,0.927942,hypergraph,64.864843
3072,24,24,24,1,1.000000,individual,20.362650
3072,24,96,20,2,1.125166,array_8x12,81.843317
3072,24,192,18,3,1.041061,hypergraph,140.901597
3072,48,48,48,1,1.000000,individual,40.725300
3072,48,96,20,2,2.250331,array_8x12,163.686634
3072,48,384,48,6,1.000000,pbest,260.807032
3072,48,384,40,2,0.961791,array_16x24,259.104832
3072,48,400,30,3,1.148353,hypergraph,317.977130
3072,96,96,96,1,1.000000,individual,81.450600
3072,96,96,20,2,4.500663,array_8x12,327.373267
3072,96,384,48,6,2.000000,pbest,521.614063
3072,96,384,40,2,1.923582,array_16x24,518.209663
3072,96,768,48,3,1.226197,hypergraph,644.919968
3072,192,192,192,1,1.000000,individual,162.901200
3072,192,96,20,2,9.001325,array_8x12,654.746535
3072,192,384,48,6,4.000000,pbest,1043.228126
3072,192,384,40,2,3.847163,array_16x24,1036.419326
3072,192,1440,90,3,1.338276,hypergraph,1315.171705
3072,384,384,384,1,1.000000,individual,325.802400
3072,384,96,20,2,18.002650,array_8x12,1309.493069
3072,384,384,48,6,8.000000,pbest,2086.456252
3072,384,384,40,2,7.694327,array_16x24,2072.838652
3072,384,384,36,2,8.000000,hypergraph,2221.122302
3072,768,768,768,1,1.000000,individual,651.604801
3072,768,96,20,2,32.000000,array_8x12,2327.644942
3072,768,384,48,6,8.000000,pbest,2086.456252
3072,768,384,40,2,8.000000,array_16x24,2155.186576
3072,768,384,64,1,8.000000,hypergraph,2414.415335
3072,1536,1536,1536,1,1.000000,individual,1303.209601
3072,1536,96,20,2,32.000000,array_8x12,2327.644942
3072,1536,384,48,6,8.000000,pbest,2086.456252
3072,1536,384,40,2,8.000000,array_16x24,2155.186576
3072,1536,44,11,1,69.818182,hypergraph,2514.347861
3072,3072,3072,3072,1,1.000000,individual,2606.419202
3072,3072,96,20,2,32.000000,array_8x12,2327.644942
3072,3072,384,48,6,8.000000,pbest,2086.456252
3072,3072,384,40,2,8.000000,array_16x24,2155.186576
3072,3072,12,6,1,256.000000,hypergraph,2567.165134
3072,6144,3072,3072,1,1.000000,individual,2606.419202
3072,6144,96,20,2,32.000000,array_8x12,2327.644942
3072,6144,384,48,6,8.000000,pbest,2086.456252
3072,6144,384,40,2,8.000000,array_16x24,2155.186576
3072,6144,12,6,1,256.000000,hypergraph,2567.165134
6144,12,12,12,1,1.000000,individual,10.181325
6144,12,96,8,2,0.927942,hypergraph,64.864843
6144,24,24,24,1,1.000000,individual,20.362650
6144,24,96,20,2,1.125166,array_8x12,81.843317
6144,24,192,18,3,1.041061,hypergraph,140.901597
6144,48,48,48,1,1.000000,individual,40.725300
6144,48,96,20,2,2.250331,array_8x12,163.686634
6144,48,384,48,6,1.000000,pbest,260.807032
6144,48,384,40,2,0.961791,array_16x24,259.104832
6144,48,400,30,3,1.148353,hypergraph,317.977130
6144,96,96,96,1,1.000000,individual,81.450600
6144,96,96,20,2,4.500663,array_8x12,327.373267
6144,96,384,48,6,2.000000,pbest,521.614063
6144,96,384,40,2,1.923582,array_16x24,518.209663
6144,96,768,48,3,1.226197,hypergraph,644.919968
6144,192,192,192,1,1.000000,individual,162.901200
6144,192,96,20,2,9.001325,array_8x12,654.746535
6144,192,384,48,6,4.000000,pbest,1043.228126
6144,192,384,40,2,3.847163,array_16x24,1036.419326
6144,192,1440,90,3,1.338276,hypergraph,1315.171705
6144,384,384,384,1,1.000000,individual,325.802400
6144,384,96,20,2,18.002650,array_8x12,1309.493069
6144,384,384,48,6,8.000000,pbest,2086.456252
6144,384,384,40,2,7.694327,array_16x24,2072.838652
6144,384,1440,90,3,2.676553,hypergraph,2630.343411
6144,768,768,768,1,1.000000,individual,651.604801
6144,768,96,20,2,36.005301,array_8x12,2618.986139
6144,768,384,48,6,16.000000,pbest,4172.912505
6144,768,384,40,2,15.388653,array_16x24,4145.677304
6144,768,384,36,2,16.000000,hypergraph,4442.244604
6144,1536,1536,1536,1,1.000000,individual,1303.209601
6144,1536,96,20,2,64.000000,array_8x12,4655.289884
6144,1536,384,48,6,16.000000,pbest,4172.912505
6144,1536,384,40,2,16.000000,array_16x24,4310.373152
6144,1536,384,64,1,16.000000,hypergraph,4828.830671
6144,3072,3072,3072,1,1.000000,individual,2606.419202
6144,3072,96,20,2,64.000000,array_8x12,4655.289884
6144,3072,384,48,6,16.000000,pbest,4172.912505
6144,3072,384,40,2,16.000000,array_16x24,4310.373152
6144,3072,44,11,1,139.636364,hypergraph,5028.695722
6144,6144,6144,6144,1,1.000000,individual,5212.838405
6144,6144,96,20,2,64.000000,array_8x12,4655.289884
6144,6144,384,48,6,16.000000,pbest,4172.912505
6144,6144,384,40,2,16.000000,array_16x24,4310.373152
6144,6144,12,6,1,512.000000,hypergraph,5134.330268
