Sample budget,Test budget,Design samples,Design pools,Design sample split,Design runs per day,Design method,Design effectiveness
6144,48,96,20,2,1.844904,array_8x12,132.815418
6144,48,384,48,6,1.000000,pbest,150.595661
6144,48,192,30,3,1.085601,hypergraph,151.255207
6144,96,96,96,1,1.000000,individual,81.250126
6144,96,96,20,2,3.689809,array_8x12,265.630836
6144,96,384,48,6,2.000000,pbest,301.191321
6144,96,384,40,2,0.991972,array_16x24,280.577862
6144,96,384,48,3,1.108270,hypergraph,309.022416
6144,192,192,192,1,1.000000,individual,162.500251
6144,192,96,20,2,7.379617,array_8x12,531.261671
6144,192,384,48,6,4.000000,pbest,602.382643
6144,192,384,40,2,1.983945,array_16x24,561.155725
6144,192,720,90,3,1.222682,hypergraph,630.067475
6144,384,384,384,1,1.000000,individual,325.000503
6144,384,96,20,2,14.759234,array_8x12,1062.523343
6144,384,384,48,6,8.000000,pbest,1204.765286
6144,384,384,40,2,3.967889,array_16x24,1122.311449
6144,384,720,90,3,2.445363,hypergraph,1260.134951
6144,768,768,768,1,1.000000,individual,650.001006
6144,768,96,20,2,29.518468,array_8x12,2125.046686
6144,768,384,48,6,16.000000,pbest,2409.530572
6144,768,384,40,2,7.935779,array_16x24,2244.622898
6144,768,720,90,3,4.890727,hypergraph,2520.269902
6144,1536,1536,1536,1,1.000000,individual,1300.002012
6144,1536,96,20,2,59.036937,array_8x12,4250.093372
6144,1536,384,48,6,16.000000,pbest,2409.530572
6144,1536,384,40,2,15.871557,array_16x24,4489.245797
6144,1536,384,64,2,16.000000,hypergraph,4637.398331
6144,3072,3072,3072,1,1.000000,individual,2600.004023
6144,3072,96,20,2,64.000000,array_8x12,4607.386336
6144,3072,384,48,6,16.000000,pbest,2409.530572
6144,3072,384,40,2,16.000000,array_16x24,4525.575599
6144,3072,96,32,1,64.000000,hypergraph,4992.306954
6144,6144,6144,6144,1,1.000000,individual,5200.008046
6144,6144,96,20,2,64.000000,array_8x12,4607.386336
6144,6144,384,48,6,16.000000,pbest,2409.530572
6144,6144,384,40,2,16.000000,array_16x24,4525.575599
6144,6144,384,1,1,16.000000,hypergraph,5197.425226
