Sample budget,Test budget,Design samples,Design pools,Design sample split,Design runs per day,Design method,Design effectiveness
192,1536,192,192,1,1.000000,individual,161.918418
192,1536,96,20,2,2.000000,array_8x12,142.790884
192,1536,64,32,1,3.000000,hypergraph,160.601359
192,3072,192,192,1,1.000000,individual,161.918418
192,3072,96,20,2,2.000000,array_8x12,142.790884
192,3072,64,32,1,3.000000,hypergraph,160.601359
192,6144,192,192,1,1.000000,individual,161.918418
192,6144,96,20,2,2.000000,array_8x12,142.790884
192,6144,64,32,1,3.000000,hypergraph,160.601359
384,12,12,12,1,1.000000,individual,10.119901
384,12,384,8,2,0.913628,hypergraph,231.552615
384,24,24,24,1,1.000000,individual,20.239802
384,24,96,20,2,1.193805,array_8x12,85.232233
384,24,384,22,2,1.000000,hypergraph,268.738609
384,48,48,48,1,1.000000,individual,40.479604
384,48,96,20,2,2.387610,array_8x12,170.464465
384,48,384,48,6,1.000000,pbest,262.243902
384,48,384,40,2,1.000000,array_16x24,270.227909
384,48,400,40,1,0.960000,hypergraph,291.723311
384,96,96,96,1,1.000000,individual,80.959209
384,96,96,20,2,4.000000,array_8x12,285.581767
384,96,384,48,6,1.000000,pbest,262.243902
384,96,384,40,2,1.000000,array_16x24,270.227909
384,96,100,20,1,3.840000,hypergraph,303.392243
384,192,192,192,1,1.000000,individual,161.918418
384,192,96,20,2,4.000000,array_8x12,285.581767
384,192,384,48,6,1.000000,pbest,262.243902
384,192,384,40,2,1.000000,array_16x24,270.227909
384,192,64,32,1,5.860369,hypergraph,313.727741
384,384,384,384,1,1.000000,individual,323.836836
384,384,96,20,2,4.000000,array_8x12,285.581767
384,384,384,48,6,1.000000,pbest,262.243902
384,384,384,40,2,1.000000,array_16x24,270.227909
384,384,64,32,1,6.000000,hypergraph,321.202719
384,768,384,384,1,1.000000,individual,323.836836
384,768,96,20,2,4.000000,array_8x12,285.581767
384,768,384,48,6,1.000000,pbest,262.243902
384,768,384,40,2,1.000000,array_16x24,270.227909
384,768,64,32,1,6.000000,hypergraph,321.202719
384,1536,384,384,1,1.000000,individual,323.836836
384,1536,96,20,2,4.000000,array_8x12,285.581767
384,1536,384,48,6,1.000000,pbest,262.243902
384,1536,384,40,2,1.000000,array_16x24,270.227909
384,1536,64,32,1,6.000000,hypergraph,321.202719
384,3072,384,384,1,1.000000,individual,323.836836
384,3072,96,20,2,4.000000,array_8x12,285.581767
384,3072,384,48,6,1.000000,pbest,262.243902
384,3072,384,40,2,1.000000,array_16x24,270.227909
384,3072,64,32,1,6.000000,hypergraph,321.202719
384,6144,384,384,1,1.000000,individual,323.836836
384,6144,96,20,2,4.000000,array_8x12,285.581767
384,6144,384,48,6,1.000000,pbest,262.243902
384,6144,384,40,2,1.000000,array_16x24,270.227909
384,6144,64,32,1,6.000000,hypergraph,321.202719
768,12,12,12,1,1.000000,individual,10.119901
768,12,384,8,2,0.913628,hypergraph,231.552615
768,24,24,24,1,1.000000,individual,20.239802
768,24,96,20,2,1.193805,array_8x12,85.232233
768,24,768,12,2,1.000000,hypergraph,479.961615
768,48,48,48,1,1.000000,individual,40.479604
768,48,96,20,2,2.387610,array_8x12,170.464465
768,48,384,48,6,1.000000,pbest,262.243902
768,48,384,40,2,1.185747,array_16x24,320.421949
768,48,384,22,2,2.000000,hypergraph,537.477218
768,96,96,96,1,1.000000,individual,80.959209
768,96,96,20,2,4.775220,array_8x12,340.928930
768,96,384,48,6,2.000000,pbest,524.487805
768,96,384,40,2,2.000000,array_16x24,540.455818
768,96,400,40,1,1.920000,hypergraph,583.446621
768,192,192,192,1,1.000000,individual,161.918418
768,192,96,20,2,8.000000,array_8x12,571.163535
768,192,384,48,6,2.000000,pbest,524.487805
768,192,384,40,2,2.000000,array_16x24,540.455818
768,192,100,20,1,7.680000,hypergraph,606.784486
768,384,384,384,1,1.000000,individual,323.836836
768,384,96,20,2,8.000000,array_8x12,571.163535
768,384,384,48,6,2.000000,pbest,524.487805
768,384,384,40,2,2.000000,array_16x24,540.455818
768,384,64,32,1,11.720738,hypergraph,627.455482
768,768,768,768,1,1.000000,individual,647.673671
768,768,96,20,2,8.000000,array_8x12,571.163535
768,768,384,48,6,2.000000,pbest,524.487805
768,768,384,40,2,2.000000,array_16x24,540.455818
768,768,64,32,1,12.000000,hypergraph,642.405438
768,1536,768,768,1,1.000000,individual,647.673671
768,1536,96,20,2,8.000000,array_8x12,571.163535
768,1536,384,48,6,2.000000,pbest,524.487805
768,1536,384,40,2,2.000000,array_16x24,540.455818
768,1536,64,32,1,12.000000,hypergraph,642.405438
768,3072,768,768,1,1.000000,individual,647.673671
768,3072,96,20,2,8.000000,array_8x12,571.163535
768,3072,384,48,6,2.000000,pbest,524.487805
768,3072,384,40,2,2.000000,array_16x24,540.455818
768,3072,64,32,1,12.000000,hypergraph,642.405438
768,6144,768,768,1,1.000000,individual,647.673671
768,6144,96,20,2,8.000000,array_8x12,571.163535
768,6144,384,48,6,2.000000,pbest,524.487805
768,6144,384,40,2,2.000000,array_16x24,540.455818
768,6144,64,32,1,12.000000,hypergraph,642.405438
1536,12,12,12,1,1.000000,individual,10.119901
1536,12,384,8,2,0.913628,hypergraph,231.552615
1536,24,24,24,1,1.000000,individual,20.239802
1536,24,96,20,2,1.193805,array_8x12,85.232233
1536,24,768,12,3,1.381270,hypergraph,624.108767
1536,48,48,48,1,1.000000,individual,40.479604
1536,48,96,20,2,2.387610,array_8x12,170.464465
1536,48,384,48,6,1.000000,pbest,262.243902
1536,48,384,40,2,1.185747,array_16x24,320.421949
1536,48,1536,24,2,1.000000,hypergraph,971.592163
1536,96,96,96,1,1.000000,individual,80.959209
1536,96,96,20,2,4.775220,array_8x12,340.928930
1536,96,384,48,6,2.000000,pbest,524.487805
1536,96,384,40,2,2.371494,array_16x24,640.843898
1536,96,384,22,2,4.000000,hypergraph,1074.954436
1536,192,192,192,1,1.000000,individual,161.918418
1536,192,96,20,2,9.550440,array_8x12,681.857860
1536,192,384,48,6,4.000000,pbest,1048.975610
1536,192,384,40,2,4.000000,array_16x24,1080.911635
1536,192,400,40,1,3.840000,hypergraph,1166.893243
1536,384,384,384,1,1.000000,individual,323.836836
1536,384,96,20,2,16.000000,array_8x12,1142.327069
1536,384,384,48,6,4.000000,pbest,1048.975610
1536,384,384,40,2,4.000000,array_16x24,1080.911635
1536,384,100,20,1,15.360000,hypergraph,1213.568972
1536,768,768,768,1,1.000000,individual,647.673671
1536,768,96,20,2,16.000000,array_8x12,1142.327069
1536,768,384,48,6,4.000000,pbest,1048.975610
1536,768,384,40,2,4.000000,array_16x24,1080.911635
1536,768,64,32,1,23.441476,hypergraph,1254.910964
1536,1536,1536,1536,1,1.000000,individual,1295.347342
1536,1536,96,20,2,16.000000,array_8x12,1142.327069
1536,1536,384,48,6,4.000000,pbest,1048.975610
1536,1536,384,40,2,4.000000,array_16x24,1080.911635
1536,1536,64,32,1,24.000000,hypergraph,1284.810876
1536,3072,1536,1536,1,1.000000,individual,1295.347342
1536,3072,96,20,2,16.000000,array_8x12,1142.327069
1536,3072,384,48,6,4.000000,pbest,1048.975610
1536,3072,384,40,2,4.000000,array_16x24,1080.911635
1536,3072,64,32,1,24.000000,hypergraph,1284.810876
1536,6144,1536,1536,1,1.000000,individual,1295.347342
1536,6144,96,20,2,16.000000,array_8x12,1142.327069
1536,6144,384,48,6,4.000000,pbest,1048.975610
1536,6144,384,40,2,4.000000,array_16x24,1080.911635
1536,6144,64,32,1,24.000000,hypergraph,1284.810876
3072,12,12,12,1,1.000000,individual,10.119901
3072,12,384,8,2,0.913628,hypergraph,231.552615
3072,24,24,24,1,1.000000,individual,20.239802
3072,24,96,20,2,1.193805,array_8x12,85.232233
3072,24,768,12,3,1.381270,hypergraph,624.108767
3072,48,48,48,1,1.000000,individual,40.479604
3072,48,96,20,2,2.387610,array_8x12,170.464465
3072,48,384,48,6,1.000000,pbest,262.243902
3072,48,384,40,2,1.185747,array_16x24,320.421949
3072,48,1536,24,3,1.426236,hypergraph,1325.280977
3072,96,96,96,1,1.000000,individual,80.959209
3072,96,96,20,2,4.775220,array_8x12,340.928930
3072,96,384,48,6,2.000000,pbest,524.487805
3072,96,384,40,2,2.371494,array_16x24,640.843898
3072,96,3072,48,2,1.000000,hypergraph,1958.814223
3072,192,192,192,1,1.000000,individual,161.918418
3072,192,96,20,2,9.550440,array_8x12,681.857860
3072,192,384,48,6,4.000000,pbest,1048.975610
3072,192,384,40,2,4.742988,array_16x24,1281.687796
3072,192,384,22,2,8.000000,hypergraph,2149.908873
3072,384,384,384,1,1.000000,individual,323.836836
3072,384,96,20,2,19.100879,array_8x12,1363.715720
3072,384,384,48,6,8.000000,pbest,2097.951220
3072,384,384,40,2,8.000000,array_16x24,2161.823271
3072,384,400,40,1,7.680000,hypergraph,2333.786485
3072,768,768,768,1,1.000000,individual,647.673671
3072,768,96,20,2,32.000000,array_8x12,2284.654138
3072,768,384,48,6,8.000000,pbest,2097.951220
3072,768,384,40,2,8.000000,array_16x24,2161.823271
3072,768,100,20,1,30.720000,hypergraph,2427.137945
3072,1536,1536,1536,1,1.000000,individual,1295.347342
3072,1536,96,20,2,32.000000,array_8x12,2284.654138
3072,1536,384,48,6,8.000000,pbest,2097.951220
3072,1536,384,40,2,8.000000,array_16x24,2161.823271
3072,1536,64,32,1,46.882952,hypergraph,2509.821928
3072,3072,3072,3072,1,1.000000,individual,2590.694685
3072,3072,96,20,2,32.000000,array_8x12,2284.654138
3072,3072,384,48,6,8.000000,pbest,2097.951220
3072,3072,384,40,2,8.000000,array_16x24,2161.823271
3072,3072,64,32,1,48.000000,hypergraph,2569.621751
3072,6144,3072,3072,1,1.000000,individual,2590.694685
3072,6144,96,20,2,32.000000,array_8x12,2284.654138
3072,6144,384,48,6,8.000000,pbest,2097.951220
3072,6144,384,40,2,8.000000,array_16x24,2161.823271
3072,6144,64,32,1,48.000000,hypergraph,2569.621751
6144,12,12,12,1,1.000000,individual,10.119901
6144,12,384,8,2,0.913628,hypergraph,231.552615
6144,24,24,24,1,1.000000,individual,20.239802
6144,24,96,20,2,1.193805,array_8x12,85.232233
6144,24,768,12,3,1.381270,hypergraph,624.108767
6144,48,48,48,1,1.000000,individual,40.479604
6144,48,96,20,2,2.387610,array_8x12,170.464465
6144,48,384,48,6,1.000000,pbest,262.243902
6144,48,384,40,2,1.185747,array_16x24,320.421949
6144,48,1536,24,3,1.426236,hypergraph,1325.280977
6144,96,96,96,1,1.000000,individual,80.959209
6144,96,96,20,2,4.775220,array_8x12,340.928930
6144,96,384,48,6,2.000000,pbest,524.487805
6144,96,384,40,2,2.371494,array_16x24,640.843898
6144,96,3072,48,3,1.588121,hypergraph,2982.624366
6144,192,192,192,1,1.000000,individual,161.918418
6144,192,96,20,2,9.550440,array_8x12,681.857860
6144,192,384,48,6,4.000000,pbest,1048.975610
6144,192,384,40,2,4.742988,array_16x24,1281.687796
6144,192,3072,48,2,2.000000,hypergraph,3917.628446
6144,384,384,384,1,1.000000,individual,323.836836
6144,384,96,20,2,19.100879,array_8x12,1363.715720
6144,384,384,48,6,8.000000,pbest,2097.951220
6144,384,384,40,2,9.485976,array_16x24,2563.375591
6144,384,384,22,2,16.000000,hypergraph,4299.817746
6144,768,768,768,1,1.000000,individual,647.673671
6144,768,96,20,2,38.201759,array_8x12,2727.431441
6144,768,384,48,6,16.000000,pbest,4195.902439
6144,768,384,40,2,16.000000,array_16x24,4323.646541
6144,768,400,40,1,15.360000,hypergraph,4667.572971
6144,1536,1536,1536,1,1.000000,individual,1295.347342
6144,1536,96,20,2,64.000000,array_8x12,4569.308277
6144,1536,384,48,6,16.000000,pbest,4195.902439
6144,1536,384,40,2,16.000000,array_16x24,4323.646541
6144,1536,100,20,1,61.440000,hypergraph,4854.275890
6144,3072,3072,3072,1,1.000000,individual,2590.694685
6144,3072,96,20,2,64.000000,array_8x12,4569.308277
6144,3072,384,48,6,16.000000,pbest,4195.902439
6144,3072,384,40,2,16.000000,array_16x24,4323.646541
6144,3072,64,32,1,93.765903,hypergraph,5019.643856
6144,6144,6144,6144,1,1.000000,individual,5181.389370
6144,6144,96,20,2,64.000000,array_8x12,4569.308277
6144,6144,384,48,6,16.000000,pbest,4195.902439
6144,6144,384,40,2,16.000000,array_16x24,4323.646541
6144,6144,64,32,1,96.000000,hypergraph,5139.243503
