Sample budget,Test budget,Design samples,Design pools,Design sample split,Design runs per day,Design method,Design effectiveness
384,3072,384,48,6,1.000000,pbest,198.693878
384,3072,384,40,2,1.000000,array_16x24,282.242094
384,3072,384,1,1,1.000000,hypergraph,325.103797
384,6144,384,384,1,1.000000,individual,325.441408
384,6144,96,20,2,4.000000,array_8x12,287.731307
384,6144,384,48,6,1.000000,pbest,198.693878
384,6144,384,40,2,1.000000,array_16x24,282.242094
384,6144,384,1,1,1.000000,hypergraph,325.103797
768,12,12,12,1,1.000000,individual,10.170044
768,12,48,6,2,1.121900,hypergraph,39.796501
768,24,24,24,1,1.000000,individual,20.340088
768,24,96,20,2,0.988048,array_8x12,71.073072
768,24,96,12,2,1.218132,hypergraph,86.548228
768,48,48,48,1,1.000000,individual,40.680176
768,48,96,20,2,1.976096,array_8x12,142.146144
768,48,384,48,6,1.000000,pbest,198.693878
768,48,192,24,3,1.270539,hypergraph,175.163878
768,96,96,96,1,1.000000,individual,81.360352
768,96,96,20,2,3.952191,array_8x12,284.292288
768,96,384,48,6,2.000000,pbest,397.387755
768,96,384,40,2,1.236517,array_16x24,348.997049
768,96,384,48,3,1.342732,hypergraph,370.797425
768,192,192,192,1,1.000000,individual,162.720704
768,192,96,20,2,7.904382,array_8x12,568.584576
768,192,384,48,6,2.000000,pbest,397.387755
768,192,384,40,2,2.000000,array_16x24,564.484188
768,192,64,12,2,12.000000,hypergraph,587.510791
768,384,384,384,1,1.000000,individual,325.441408
768,384,96,20,2,8.000000,array_8x12,575.462615
768,384,384,48,6,2.000000,pbest,397.387755
768,384,384,40,2,2.000000,array_16x24,564.484188
768,384,48,16,1,16.000000,hypergraph,626.437425
768,768,768,768,1,1.000000,individual,650.882817
768,768,96,20,2,8.000000,array_8x12,575.462615
768,768,384,48,6,2.000000,pbest,397.387755
768,768,384,40,2,2.000000,array_16x24,564.484188
768,768,384,1,1,1.998776,hypergraph,649.809824
768,1536,768,768,1,1.000000,individual,650.882817
768,1536,96,20,2,8.000000,array_8x12,575.462615
768,1536,384,48,6,2.000000,pbest,397.387755
768,1536,384,40,2,2.000000,array_16x24,564.484188
768,1536,384,1,1,2.000000,hypergraph,650.207595
768,3072,768,768,1,1.000000,individual,650.882817
768,3072,96,20,2,8.000000,array_8x12,575.462615
768,3072,384,48,6,2.000000,pbest,397.387755
768,3072,384,40,2,2.000000,array_16x24,564.484188
768,3072,384,1,1,2.000000,hypergraph,650.207595
768,6144,768,768,1,1.000000,individual,650.882817
768,6144,96,20,2,8.000000,array_8x12,575.462615
768,6144,384,48,6,2.000000,pbest,397.387755
768,6144,384,40,2,2.000000,array_16x24,564.484188
768,6144,384,1,1,2.000000,hypergraph,650.207595
1536,12,12,12,1,1.000000,individual,10.170044
1536,12,48,6,2,1.121900,hypergraph,39.796501
1536,24,24,24,1,1.000000,individual,20.340088
1536,24,96,20,2,0.988048,array_8x12,71.073072
1536,24,96,12,2,1.218132,hypergraph,86.548228
1536,48,48,48,1,1.000000,individual,40.680176
1536,48,96,20,2,1.976096,array_8x12,142.146144
1536,48,384,48,6,1.000000,pbest,198.693878
1536,48,192,24,3,1.270539,hypergraph,175.163878
1536,96,96,96,1,1.000000,individual,81.360352
1536,96,96,20,2,3.952191,array_8x12,284.292288
1536,96,384,48,6,2.000000,pbest,397.387755
1536,96,384,40,2,1.236517,array_16x24,348.997049
1536,96,384,48,3,1.342732,hypergraph,370.797425
1536,192,192,192,1,1.000000,individual,162.720704
1536,192,96,20,2,7.904382,array_8x12,568.584576
1536,192,384,48,6,4.000000,pbest,794.775510
1536,192,384,40,2,2.473033,array_16x24,697.994098
1536,192,384,48,3,2.685464,hypergraph,741.594850
1536,384,384,384,1,1.000000,individual,325.441408
1536,384,96,20,2,15.808765,array_8x12,1137.169151
1536,384,384,48,6,4.000000,pbest,794.775510
1536,384,384,40,2,4.000000,array_16x24,1128.968375
1536,384,64,12,2,24.000000,hypergraph,1175.021583
1536,768,768,768,1,1.000000,individual,650.882817
1536,768,96,20,2,16.000000,array_8x12,1150.925230
1536,768,384,48,6,4.000000,pbest,794.775510
1536,768,384,40,2,4.000000,array_16x24,1128.968375
1536,768,48,16,1,32.000000,hypergraph,1252.874850
1536,1536,1536,1536,1,1.000000,individual,1301.765634
1536,1536,96,20,2,16.000000,array_8x12,1150.925230
1536,1536,384,48,6,4.000000,pbest,794.775510
1536,1536,384,40,2,4.000000,array_16x24,1128.968375
1536,1536,384,1,1,3.997553,hypergraph,1299.619647
1536,3072,1536,1536,1,1.000000,individual,1301.765634
1536,3072,96,20,2,16.000000,array_8x12,1150.925230
1536,3072,384,48,6,4.000000,pbest,794.775510
1536,3072,384,40,2,4.000000,array_16x24,1128.968375
1536,3072,384,1,1,4.000000,hypergraph,1300.415190
1536,6144,1536,1536,1,1.000000,individual,1301.765634
1536,6144,96,20,2,16.000000,array_8x12,1150.925230
1536,6144,384,48,6,4.000000,pbest,794.775510
1536,6144,384,40,2,4.000000,array_16x24,1128.968375
1536,6144,384,1,1,4.000000,hypergraph,1300.415190
3072,12,12,12,1,1.000000,individual,10.170044
3072,12,48,6,2,1.121900,hypergraph,39.796501
3072,24,24,24,1,1.000000,individual,20.340088
3072,24,96,20,2,0.988048,array_8x12,71.073072
3072,24,96,12,2,1.218132,hypergraph,86.548228
3072,48,48,48,1,1.000000,individual,40.680176
3072,48,96,20,2,1.976096,array_8x12,142.146144
3072,48,384,48,6,1.000000,pbest,198.693878
3072,48,192,24,3,1.270539,hypergraph,175.163878
3072,96,96,96,1,1.000000,individual,81.360352
3072,96,96,20,2,3.952191,array_8x12,284.292288
3072,96,384,48,6,2.000000,pbest,397.387755
3072,96,384,40,2,1.236517,array_16x24,348.997049
3072,96,384,48,3,1.342732,hypergraph,370.797425
3072,192,192,192,1,1.000000,individual,162.720704
3072,192,96,20,2,7.904382,array_8x12,568.584576
3072,192,384,48,6,4.000000,pbest,794.775510
3072,192,384,40,2,2.473033,array_16x24,697.994098
3072,192,384,48,3,2.685464,hypergraph,741.594850
3072,384,384,384,1,1.000000,individual,325.441408
3072,384,96,20,2,15.808765,array_8x12,1137.169151
3072,384,384,48,6,8.000000,pbest,1589.551020
3072,384,384,40,2,4.946067,array_16x24,1395.988196
3072,384,384,48,3,5.370929,hypergraph,1483.189700
3072,768,768,768,1,1.000000,individual,650.882817
3072,768,96,20,2,31.617530,array_8x12,2274.338303
3072,768,384,48,6,8.000000,pbest,1589.551020
3072,768,384,40,2,8.000000,array_16x24,2257.936750
3072,768,64,12,2,48.000000,hypergraph,2350.043165
3072,1536,1536,1536,1,1.000000,individual,1301.765634
3072,1536,96,20,2,32.000000,array_8x12,2301.850460
3072,1536,384,48,6,8.000000,pbest,1589.551020
3072,1536,384,40,2,8.000000,array_16x24,2257.936750
3072,1536,48,16,1,64.000000,hypergraph,2505.749700
3072,3072,3072,3072,1,1.000000,individual,2603.531268
3072,3072,96,20,2,32.000000,array_8x12,2301.850460
3072,3072,384,48,6,8.000000,pbest,1589.551020
3072,3072,384,40,2,8.000000,array_16x24,2257.936750
3072,3072,384,1,1,7.995106,hypergraph,2599.239295
3072,6144,3072,3072,1,1.000000,individual,2603.531268
3072,6144,96,20,2,32.000000,array_8x12,2301.850460
3072,6144,384,48,6,8.000000,pbest,1589.551020
3072,6144,384,40,2,8.000000,array_16x24,2257.936750
3072,6144,384,1,1,8.000000,hypergraph,2600.830380
6144,12,12,12,1,1.000000,individual,10.170044
6144,12,48,6,2,1.121900,hypergraph,39.796501
6144,24,24,24,1,1.000000,individual,20.340088
6144,24,96,20,2,0.988048,array_8x12,71.073072
6144,24,96,12,2,1.218132,hypergraph,86.548228
6144,48,48,48,1,1.000000,individual,40.680176
6144,48,96,20,2,1.976096,array_8x12,142.146144
6144,48,384,48,6,1.000000,pbest,198.693878
6144,48,192,24,3,1.270539,hypergraph,175.163878
6144,96,96,96,1,1.000000,individual,81.360352
6144,96,96,20,2,3.952191,array_8x12,284.292288
6144,96,384,48,6,2.000000,pbest,397.387755
6144,96,384,40,2,1.236517,array_16x24,348.997049
6144,96,384,48,3,1.342732,hypergraph,370.797425
6144,192,192,192,1,1.000000,individual,162.720704
6144,192,96,20,2,7.904382,array_8x12,568.584576
6144,192,384,48,6,4.000000,pbest,794.775510
6144,192,384,40,2,2.473033,array_16x24,697.994098
6144,192,384,48,3,2.685464,hypergraph,741.594850
6144,384,384,384,1,1.000000,individual,325.441408
6144,384,96,20,2,15.808765,array_8x12,1137.169151
6144,384,384,48,6,8.000000,pbest,1589.551020
6144,384,384,40,2,4.946067,array_16x24,1395.988196
6144,384,384,48,3,5.370929,hypergraph,1483.189700
6144,768,768,768,1,1.000000,individual,650.882817
6144,768,96,20,2,31.617530,array_8x12,2274.338303
6144,768,384,48,6,16.000000,pbest,3179.102041
6144,768,384,40,2,9.892133,array_16x24,2791.976391
6144,768,384,48,3,10.741857,hypergraph,2966.379400
6144,1536,1536,1536,1,1.000000,individual,1301.765634
6144,1536,96,20,2,63.235060,array_8x12,4548.676606
6144,1536,384,48,6,16.000000,pbest,3179.102041
6144,1536,384,40,2,16.000000,array_16x24,4515.873501
6144,1536,64,12,2,96.000000,hypergraph,4700.086331
6144,3072,3072,3072,1,1.000000,individual,2603.531268
6144,3072,96,20,2,64.000000,array_8x12,4603.700920
6144,3072,384,48,6,16.000000,pbest,3179.102041
6144,3072,384,40,2,16.000000,array_16x24,4515.873501
6144,3072,48,16,1,128.000000,hypergraph,5011.499400
6144,6144,6144,6144,1,1.000000,individual,5207.062536
6144,6144,96,20,2,64.000000,array_8x12,4603.700920
6144,6144,384,48,6,16.000000,pbest,3179.102041
6144,6144,384,40,2,16.000000,array_16x24,4515.873501
6144,6144,384,1,1,15.990212,hypergraph,5198.478590
