Sample budget,Test budget,Design samples,Design pools,Design sample split,Design runs per day,Design method,Design effectiveness
48,3072,48,48,1,1.000000,individual,40.624819
48,3072,12,18,3,4.000000,hypergraph,39.862455
48,6144,48,48,1,1.000000,individual,40.624819
48,6144,12,18,3,4.000000,hypergraph,39.862455
96,12,12,12,1,1.000000,individual,10.156205
96,12,48,6,2,1.427153,hypergraph,50.542430
96,24,24,24,1,1.000000,individual,20.312409
96,24,96,20,2,1.000000,array_8x12,71.280288
96,24,96,16,1,1.000000,hypergraph,75.886445
96,48,48,48,1,1.000000,individual,40.624819
96,48,96,20,2,1.000000,array_8x12,71.280288
96,48,48,16,1,2.000000,hypergraph,77.781862
96,96,96,96,1,1.000000,individual,81.249637
96,96,96,20,2,1.000000,array_8x12,71.280288
96,96,20,10,1,4.800000,hypergraph,79.341064
96,192,96,96,1,1.000000,individual,81.249637
96,192,96,20,2,1.000000,array_8x12,71.280288
96,192,12,18,3,8.000000,hypergraph,79.724910
96,384,96,96,1,1.000000,individual,81.249637
96,384,96,20,2,1.000000,array_8x12,71.280288
96,384,12,18,3,8.000000,hypergraph,79.724910
96,768,96,96,1,1.000000,individual,81.249637
96,768,96,20,2,1.000000,array_8x12,71.280288
96,768,12,18,3,8.000000,hypergraph,79.724910
96,1536,96,96,1,1.000000,individual,81.249637
96,1536,96,20,2,1.000000,array_8x12,71.280288
96,1536,12,18,3,8.000000,hypergraph,79.724910
96,3072,96,96,1,1.000000,individual,81.249637
96,3072,96,20,2,1.000000,array_8x12,71.280288
96,3072,12,18,3,8.000000,hypergraph,79.724910
96,6144,96,96,1,1.000000,individual,81.249637
96,6144,96,20,2,1.000000,array_8x12,71.280288
96,6144,12,18,3,8.000000,hypergraph,79.724910
192,12,12,12,1,1.000000,individual,10.156205
192,12,48,6,2,1.427153,hypergraph,50.542430
192,24,24,24,1,1.000000,individual,20.312409
192,24,96,20,2,1.087385,array_8x12,77.509095
192,24,96,10,2,1.565674,hypergraph,113.584941
192,48,48,48,1,1.000000,individual,40.624819
192,48,96,20,2,2.000000,array_8x12,142.560576
192,48,96,16,1,2.000000,hypergraph,151.772891
192,96,96,96,1,1.000000,individual,81.249637
192,96,96,20,2,2.000000,array_8x12,142.560576
192,96,192,64,1,1.000000,hypergraph,156.071971
192,192,192,192,1,1.000000,individual,162.499275
192,192,96,20,2,2.000000,array_8x12,142.560576
192,192,20,10,1,9.600000,hypergraph,158.682127
192,384,192,192,1,1.000000,individual,162.499275
192,384,96,20,2,2.000000,array_8x12,142.560576
192,384,12,18,3,16.000000,hypergraph,159.449820
192,768,192,192,1,1.000000,individual,162.499275
192,768,96,20,2,2.000000,array_8x12,142.560576
192,768,12,18,3,16.000000,hypergraph,159.449820
192,1536,192,192,1,1.000000,individual,162.499275
192,1536,96,20,2,2.000000,array_8x12,142.560576
192,1536,12,18,3,16.000000,hypergraph,159.449820
192,3072,192,192,1,1.000000,individual,162.499275
192,3072,96,20,2,2.000000,array_8x12,142.560576
192,3072,12,18,3,16.000000,hypergraph,159.449820
192,6144,192,192,1,1.000000,individual,162.499275
192,6144,96,20,2,2.000000,array_8x12,142.560576
192,6144,12,18,3,16.000000,hypergraph,159.449820
384,12,12,12,1,1.000000,individual,10.156205
384,12,48,6,2,1.427153,hypergraph,50.542430
384,24,24,24,1,1.000000,individual,20.312409
384,24,96,20,2,1.087385,array_8x12,77.509095
384,24,96,10,2,1.565674,hypergraph,113.584941
384,48,48,48,1,1.000000,individual,40.624819
384,48,96,20,2,2.174769,array_8x12,155.018191
384,48,384,48,6,1.000000,pbest,252.795487
384,48,384,30,3,0.926662,hypergraph,250.554203
384,96,96,96,1,1.000000,individual,81.249637
384,96,96,20,2,4.000000,array_8x12,285.121152
384,96,384,48,6,1.000000,pbest,252.795487
384,96,384,40,2,1.000000,array_16x24,273.827298
384,96,96,16,1,4.000000,hypergraph,303.545782
384,192,192,192,1,1.000000,individual,162.499275
384,192,96,20,2,4.000000,array_8x12,285.121152
384,192,384,48,6,1.000000,pbest,252.795487
384,192,384,40,2,1.000000,array_16x24,273.827298
384,192,288,96,1,1.333333,hypergraph,313.372251
384,384,384,384,1,1.000000,individual,324.998550
384,384,96,20,2,4.000000,array_8x12,285.121152
384,384,384,48,6,1.000000,pbest,252.795487
384,384,384,40,2,1.000000,array_16x24,273.827298
384,384,384,1,1,1.000000,hypergraph,319.191579
384,768,384,384,1,1.000000,individual,324.998550
384,768,96,20,2,4.000000,array_8x12,285.121152
384,768,384,48,6,1.000000,pbest,252.795487
384,768,384,40,2,1.000000,array_16x24,273.827298
384,768,384,1,1,1.000000,hypergraph,319.191579
384,1536,384,384,1,1.000000,individual,324.998550
384,1536,96,20,2,4.000000,array_8x12,285.121152
384,1536,384,48,6,1.000000,pbest,252.795487
384,1536,384,40,2,1.000000,array_16x24,273.827298
384,1536,384,1,1,1.000000,hypergraph,319.191579
384,3072,384,384,1,1.000000,individual,324.998550
384,3072,96,20,2,4.000000,array_8x12,285.121152
384,3072,384,48,6,1.000000,pbest,252.795487
384,3072,384,40,2,1.000000,array_16x24,273.827298
384,3072,384,1,1,1.000000,hypergraph,319.191579
384,6144,384,384,1,1.000000,individual,324.998550
384,6144,96,20,2,4.000000,array_8x12,285.121152
384,6144,384,48,6,1.000000,pbest,252.795487
384,6144,384,40,2,1.000000,array_16x24,273.827298
384,6144,384,1,1,1.000000,hypergraph,319.191579
768,12,12,12,1,1.000000,individual,10.156205
768,12,48,6,2,1.427153,hypergraph,50.542430
768,24,24,24,1,1.000000,individual,20.312409
768,24,96,20,2,1.087385,array_8x12,77.509095
768,24,96,10,2,1.565674,hypergraph,113.584941
768,48,48,48,1,1.000000,individual,40.624819
768,48,96,20,2,2.174769,array_8x12,155.018191
768,48,384,48,6,1.000000,pbest,252.795487
768,48,384,30,3,0.926662,hypergraph,250.554203
768,96,96,96,1,1.000000,individual,81.249637
768,96,96,20,2,4.349539,array_8x12,310.036381
768,96,384,48,6,2.000000,pbest,505.590973
768,96,384,40,2,1.660705,array_16x24,454.746378
768,96,384,30,3,1.853325,hypergraph,501.108406
768,192,192,192,1,1.000000,individual,162.499275
768,192,96,20,2,8.000000,array_8x12,570.242303
768,192,384,48,6,2.000000,pbest,505.590973
768,192,384,40,2,2.000000,array_16x24,547.654596
768,192,96,16,1,8.000000,hypergraph,607.091563
768,384,384,384,1,1.000000,individual,324.998550
768,384,96,20,2,8.000000,array_8x12,570.242303
768,384,384,48,6,2.000000,pbest,505.590973
768,384,384,40,2,2.000000,array_16x24,547.654596
768,384,288,96,1,2.666667,hypergraph,626.744502
768,768,768,768,1,1.000000,individual,649.997100
768,768,96,20,2,8.000000,array_8x12,570.242303
768,768,384,48,6,2.000000,pbest,505.590973
768,768,384,40,2,2.000000,array_16x24,547.654596
768,768,384,1,1,2.000000,hypergraph,638.383158
768,1536,768,768,1,1.000000,individual,649.997100
768,1536,96,20,2,8.000000,array_8x12,570.242303
768,1536,384,48,6,2.000000,pbest,505.590973
768,1536,384,40,2,2.000000,array_16x24,547.654596
768,1536,384,1,1,2.000000,hypergraph,638.383158
768,3072,768,768,1,1.000000,individual,649.997100
768,3072,96,20,2,8.000000,array_8x12,570.242303
768,3072,384,48,6,2.000000,pbest,505.590973
768,3072,384,40,2,2.000000,array_16x24,547.654596
768,3072,384,1,1,2.000000,hypergraph,638.383158
768,6144,768,768,1,1.000000,individual,649.997100
768,6144,96,20,2,8.000000,array_8x12,570.242303
768,6144,384,48,6,2.000000,pbest,505.590973
768,6144,384,40,2,2.000000,array_16x24,547.654596
768,6144,384,1,1,2.000000,hypergraph,638.383158
1536,12,12,12,1,1.000000,individual,10.156205
1536,12,48,6,2,1.427153,hypergraph,50.542430
1536,24,24,24,1,1.000000,individual,20.312409
1536,24,96,20,2,1.087385,array_8x12,77.509095
1536,24,96,10,2,1.565674,hypergraph,113.584941
1536,48,48,48,1,1.000000,individual,40.624819
1536,48,96,20,2,2.174769,array_8x12,155.018191
1536,48,384,48,6,1.000000,pbest,252.795487
1536,48,384,30,3,0.926662,hypergraph,250.554203
1536,96,96,96,1,1.000000,individual,81.249637
1536,96,96,20,2,4.349539,array_8x12,310.036381
1536,96,384,48,6,2.000000,pbest,505.590973
1536,96,384,40,2,1.660705,array_16x24,454.746378
1536,96,384,30,3,1.853325,hypergraph,501.108406
1536,192,192,192,1,1.000000,individual,162.499275
1536,192,96,20,2,8.699078,array_8x12,620.072762
1536,192,384,48,6,4.000000,pbest,1011.181946
1536,192,384,40,2,3.321410,array_16x24,909.492756
1536,192,384,30,3,3.706649,hypergraph,1002.216812
1536,384,384,384,1,1.000000,individual,324.998550
1536,384,96,20,2,16.000000,array_8x12,1140.484606
1536,384,384,48,6,4.000000,pbest,1011.181946
1536,384,384,40,2,4.000000,array_16x24,1095.309192
1536,384,96,16,1,16.000000,hypergraph,1214.183127
1536,768,768,768,1,1.000000,individual,649.997100
1536,768,96,20,2,16.000000,array_8x12,1140.484606
1536,768,384,48,6,4.000000,pbest,1011.181946
1536,768,384,40,2,4.000000,array_16x24,1095.309192
1536,768,288,96,1,5.333333,hypergraph,1253.489004
1536,1536,1536,1536,1,1.000000,individual,1299.994200
1536,1536,96,20,2,16.000000,array_8x12,1140.484606
1536,1536,384,48,6,4.000000,pbest,1011.181946
1536,1536,384,40,2,4.000000,array_16x24,1095.309192
1536,1536,384,1,1,4.000000,hypergraph,1276.766316
1536,3072,1536,1536,1,1.000000,individual,1299.994200
1536,3072,96,20,2,16.000000,array_8x12,1140.484606
1536,3072,384,48,6,4.000000,pbest,1011.181946
1536,3072,384,40,2,4.000000,array_16x24,1095.309192
1536,3072,384,1,1,4.000000,hypergraph,1276.766316
1536,6144,1536,1536,1,1.000000,individual,1299.994200
1536,6144,96,20,2,16.000000,array_8x12,1140.484606
1536,6144,384,48,6,4.000000,pbest,1011.181946
1536,6144,384,40,2,4.000000,array_16x24,1095.309192
1536,6144,384,1,1,4.000000,hypergraph,1276.766316
3072,12,12,12,1,1.000000,individual,10.156205
3072,12,48,6,2,1.427153,hypergraph,50.542430
3072,24,24,24,1,1.000000,individual,20.312409
3072,24,96,20,2,1.087385,array_8x12,77.509095
3072,24,96,10,2,1.565674,hypergraph,113.584941
3072,48,48,48,1,1.000000,individual,40.624819
3072,48,96,20,2,2.174769,array_8x12,155.018191
3072,48,384,48,6,1.000000,pbest,252.795487
3072,48,384,30,3,0.926662,hypergraph,250.554203
3072,96,96,96,1,1.000000,individual,81.249637
3072,96,96,20,2,4.349539,array_8x12,310.036381
3072,96,384,48,6,2.000000,pbest,505.590973
3072,96,384,40,2,1.660705,array_16x24,454.746378
3072,96,384,30,3,1.853325,hypergraph,501.108406
3072,192,192,192,1,1.000000,individual,162.499275
3072,192,96,20,2,8.699078,array_8x12,620.072762
3072,192,384,48,6,4.000000,pbest,1011.181946
3072,192,384,40,2,3.321410,array_16x24,909.492756
3072,192,384,30,3,3.706649,hypergraph,1002.216812
3072,384,384,384,1,1.000000,individual,324.998550
3072,384,96,20,2,17.398155,array_8x12,1240.145525
3072,384,384,48,6,8.000000,pbest,2022.363893
3072,384,384,40,2,6.642820,array_16x24,1818.985513
3072,384,384,30,3,7.413298,hypergraph,2004.433624
3072,768,768,768,1,1.000000,individual,649.997100
3072,768,96,20,2,32.000000,array_8x12,2280.969212
3072,768,384,48,6,8.000000,pbest,2022.363893
3072,768,384,40,2,8.000000,array_16x24,2190.618384
3072,768,96,16,1,32.000000,hypergraph,2428.366253
3072,1536,1536,1536,1,1.000000,individual,1299.994200
3072,1536,96,20,2,32.000000,array_8x12,2280.969212
3072,1536,384,48,6,8.000000,pbest,2022.363893
3072,1536,384,40,2,8.000000,array_16x24,2190.618384
3072,1536,288,96,1,10.666667,hypergraph,2506.978009
3072,3072,3072,3072,1,1.000000,individual,2599.988400
3072,3072,96,20,2,32.000000,array_8x12,2280.969212
3072,3072,384,48,6,8.000000,pbest,2022.363893
3072,3072,384,40,2,8.000000,array_16x24,2190.618384
3072,3072,384,1,1,8.000000,hypergraph,2553.532632
3072,6144,3072,3072,1,1.000000,individual,2599.988400
3072,6144,96,20,2,32.000000,array_8x12,2280.969212
3072,6144,384,48,6,8.000000,pbest,2022.363893
3072,6144,384,40,2,8.000000,array_16x24,2190.618384
3072,6144,384,1,1,8.000000,hypergraph,2553.532632
6144,12,12,12,1,1.000000,individual,10.156205
6144,12,48,6,2,1.427153,hypergraph,50.542430
6144,24,24,24,1,1.000000,individual,20.312409
6144,24,96,20,2,1.087385,array_8x12,77.509095
6144,24,96,10,2,1.565674,hypergraph,113.584941
6144,48,48,48,1,1.000000,individual,40.624819
6144,48,96,20,2,2.174769,array_8x12,155.018191
6144,48,384,48,6,1.000000,pbest,252.795487
6144,48,384,30,3,0.926662,hypergraph,250.554203
6144,96,96,96,1,1.000000,individual,81.249637
6144,96,96,20,2,4.349539,array_8x12,310.036381
6144,96,384,48,6,2.000000,pbest,505.590973
6144,96,384,40,2,1.660705,array_16x24,454.746378
6144,96,384,30,3,1.853325,hypergraph,501.108406
6144,192,192,192,1,1.000000,individual,162.499275
6144,192,96,20,2,8.699078,array_8x12,620.072762
6144,192,384,48,6,4.000000,pbest,1011.181946
6144,192,384,40,2,3.321410,array_16x24,909.492756
6144,192,384,30,3,3.706649,hypergraph,1002.216812
6144,384,384,384,1,1.000000,individual,324.998550
6144,384,96,20,2,17.398155,array_8x12,1240.145525
6144,384,384,48,6,8.000000,pbest,2022.363893
6144,384,384,40,2,6.642820,array_16x24,1818.985513
6144,384,384,30,3,7.413298,hypergraph,2004.433624
6144,768,768,768,1,1.000000,individual,649.997100
6144,768,96,20,2,34.796311,array_8x12,2480.291049
6144,768,384,48,6,16.000000,pbest,4044.727786
6144,768,384,40,2,13.285640,array_16x24,3637.971025
6144,768,384,30,3,14.826597,hypergraph,4008.867248
6144,1536,1536,1536,1,1.000000,individual,1299.994200
6144,1536,96,20,2,64.000000,array_8x12,4561.938425
6144,1536,384,48,6,16.000000,pbest,4044.727786
6144,1536,384,40,2,16.000000,array_16x24,4381.236769
6144,1536,96,16,1,64.000000,hypergraph,4856.732507
6144,3072,3072,3072,1,1.000000,individual,2599.988400
6144,3072,96,20,2,64.000000,array_8x12,4561.938425
6144,3072,384,48,6,16.000000,pbest,4044.727786
6144,3072,384,40,2,16.000000,array_16x24,4381.236769
6144,3072,288,96,1,21.333333,hypergraph,5013.956018
6144,6144,6144,6144,1,1.000000,individual,5199.976799
6144,6144,96,20,2,64.000000,array_8x12,4561.938425
6144,6144,384,48,6,16.000000,pbest,4044.727786
6144,6144,384,40,2,16.000000,array_16x24,4381.236769
6144,6144,384,1,1,16.000000,hypergraph,5107.065263
